391.99,9.239,2.565,2,17.07,132.56,0,32,0,5,36,0,2,0,0,0,1,0,1,1,1,1
243.98,0.878,1.783,4,34.14,74.98,3,19,0,1,16,0,4,2,1,0,1,0,1,1,1,2
134,2.572,0.673,1,12.89,26.65,0,11,0,2,12,1,1,0,1,0,1,0,1,1,1,2
379.97,4.101,1.956,0,30.21,64.37,5,30,0,3,27,3,0,0,1,1,1,0,1,1,1,0
167.97,-3.325,-2.791,6,17.07,37.35,5,12,0,0,6,0,6,0,1,0,1,0,1,1,1,2
231.98,2.155,-1.448,2,34.14,15.82,0,18,0,3,20,2,2,0,1,0,1,0,1,1,1,2
255.96,-0.238,-2.667,5,18.46,37.54,3,19,0,2,17,1,5,0,1,0,1,0,1,1,1,2
275.97,0.406,-2.494,1,9.23,26.1,1,21,0,3,22,2,1,0,1,0,1,0,1,1,1,2
243.98,1.81,-1.381,0,0,7.69,1,19,0,3,20,3,0,1,1,0,1,0,1,1,1,2
207.98,1.831,0.622,0,36.92,37.01,4,16,0,2,13,1,0,0,1,0,1,0,1,1,1,2
271.99,9.846,-5.05,2,17.07,67.16,18,22,0,0,3,0,2,1,0,0,0,0,1,1,1,1
172,-2.566,-2.469,6,17.07,39.41,7,13,0,0,5,0,6,3,1,0,1,0,1,1,1,2
176.97,-0.178,-1.759,6,26.3,36.46,2,12,0,1,10,0,6,3,1,0,1,0,1,1,1,2
439.97,7.439,0.17,5,17.07,137.08,2,35,0,5,37,0,5,0,0,0,1,0,0,1,1,1
391.94,-1.59,-2.757,11,80.29,89.71,6,29,0,4,26,0,11,3,0,0,1,1,0,1,1,1
427.94,-0.522,-4.006,5,48.67,49.64,4,32,0,4,31,3,5,0,1,0,1,0,0,1,1,1
675.92,-0.683,-2.56,16,154.65,163.29,10,51,0,8,48,0,16,5,0,0,0,1,0,0,0,0
303.98,4.164,0.085,1,26.3,46.42,3,24,0,3,23,2,1,2,1,1,1,0,1,1,1,2
295.99,10.984,-5.626,2,17.07,72.99,20,24,0,0,3,0,2,1,0,0,0,0,1,0,0,0
194,5.597,0.025,1,4.93,7.61,0,16,0,3,16,3,1,0,0,0,1,0,1,1,1,1
207.98,1.687,-0.297,0,52.58,15.23,1,16,0,3,17,3,0,2,1,0,1,0,1,1,1,2
167.97,-1.697,-2.513,6,9.23,35.92,1,12,0,1,11,0,6,0,1,0,1,0,1,1,1,2
135.99,3.286,1.464,1,0,47.73,5,11,0,0,5,0,1,0,1,0,1,0,1,1,1,2
151.97,-0.994,-2.013,5,9.23,34.55,0,11,0,1,11,0,5,0,1,0,1,0,1,1,1,2
391.99,9.714,2.141,2,0,131.81,2,32,0,5,34,0,2,0,0,0,1,0,1,1,1,1
367.99,0.632,-0.88,4,51.24,82.47,2,29,0,7,33,1,4,0,1,1,1,0,1,1,1,0
259.97,1.326,-1.814,1,26.3,22.61,1,20,0,3,21,2,1,0,1,0,1,0,1,1,1,2
171.98,1.141,-0.799,2,17.07,22.59,2,13,0,1,11,1,2,1,1,0,1,0,1,1,1,2
491.95,1.844,-1.737,9,71.06,129.2,2,38,0,7,42,0,9,3,1,0,1,0,0,1,1,1
127.99,3.018,-1.594,2,17.07,32.23,6,10,0,0,3,0,2,1,1,0,1,0,1,1,1,2
480,14.734,8.935,0,0,189.29,10,40,0,2,31,0,0,1,0,0,1,0,0,0,1,1
135.99,1.756,1.595,1,17.07,46.59,1,11,0,1,10,0,1,0,1,0,1,0,1,1,1,2
791.91,0.296,-4.365,18,90.91,200.03,10,60,0,8,57,0,18,3,0,0,1,1,0,0,0,1
247.99,7.787,-2.157,2,17.07,67.36,12,20,0,1,7,0,2,1,0,0,0,0,1,1,1,1
287.97,0.772,-1.851,0,39.44,21.97,2,22,0,3,22,3,0,0,1,0,1,0,1,1,1,2
135.99,2.595,1.311,1,9.23,44.03,1,11,0,2,11,0,1,0,1,0,1,0,1,1,1,2
183.96,-2.064,-1.447,7,51.21,35.72,5,13,0,0,7,0,7,0,1,0,1,0,1,1,1,2
611.91,-0.947,-5.548,9,88.13,70.19,10,45,0,4,38,3,9,2,0,0,1,1,0,0,0,1
271.97,2.204,-1.531,1,47.28,18.39,2,21,0,3,21,3,1,0,1,0,1,0,1,1,1,2
211.99,3.308,2.529,2,26.3,69.26,0,17,0,2,18,0,2,3,1,0,1,0,1,1,1,2
135.99,4.48,0.38,1,17.07,20.56,2,11,0,1,9,1,1,0,1,0,1,0,1,1,1,2
176,2.328,-1.199,2,34.89,17.98,0,14,0,3,16,2,2,0,1,0,1,0,1,1,1,2
167.97,-3.839,-3.013,6,17.07,37.56,5,12,0,0,6,0,6,0,1,0,1,0,1,1,1,2
167.97,-1.697,-2.513,6,9.23,35.92,1,12,0,1,11,0,6,0,1,0,1,0,1,1,1,2
547.97,17.176,-9.138,5,52.6,136.21,38,44,0,0,5,0,5,3,0,0,0,0,0,0,0,0
403.975,5.253,-0.648,5,18.46,116.08,0,32,0,6,37,0,5,0,0,1,1,0,0,1,1,1
339.98,3.685,-0.032,4,26.3,99.41,1,27,0,5,30,0,4,2,1,1,1,0,1,1,1,2
291.96,0.028,-2.927,2,26.3,26.51,1,22,0,3,23,2,2,0,1,0,1,0,1,1,1,2
371.98,6.041,0.277,3,18.46,114.19,0,30,0,6,35,0,3,0,0,0,1,0,1,1,1,1
151.97,-0.994,-2.013,5,9.23,34.55,0,11,0,1,11,0,5,0,1,0,1,0,1,1,1,2
195.98,1.104,-0.637,3,34.14,29.46,0,15,0,2,16,1,3,1,1,0,1,0,1,1,1,2
97.99,-1.737,-2.967,3,40.13,15.54,2,7,0,0,4,0,3,0,1,0,1,0,1,1,1,2
189.99,1.008,-1.999,3,20.31,52.74,3,15,0,2,13,0,3,0,1,0,1,0,1,1,1,2
295.96,-0.046,-2.023,0,60.42,22.84,0,22,0,4,25,4,0,2,1,0,1,0,1,1,1,2
150,2.52,-0.828,2,0,24.26,3,12,0,1,9,1,2,0,1,0,1,0,1,1,1,2
275.97,0.406,-2.494,1,9.23,26.1,1,21,0,3,22,2,1,0,1,0,1,0,1,1,1,2
291.96,-0.128,-2.954,1,9.23,28.67,1,22,0,3,23,2,1,0,1,0,1,0,1,1,1,2
151.99,2.484,0.517,0,9.23,24.78,3,12,0,1,9,1,0,0,1,0,1,0,1,1,1,2
43.99,-0.316,-0.309,2,17.07,8.57,0,3,0,0,2,0,2,0,1,0,1,0,1,1,1,2
167.97,-1.74,-2.564,6,9.23,36.36,2,12,0,1,10,0,6,0,1,0,1,0,1,1,1,2
303.98,3.072,0.117,0,18.46,46.26,1,24,0,4,26,2,0,0,1,1,1,0,1,1,1,2
167.97,1.697,-2.513,6,9.23,35.92,1,12,0,1,11,0,6,0,1,0,1,0,1,1,1,2
303.98,3.072,0.117,0,18.46,46.26,1,24,0,4,26,2,0,0,1,1,1,0,1,1,1,2
109.99,-1.379,-3.255,3,40.13,18.45,3,8,0,0,4,0,3,0,1,0,1,0,1,1,1,2
307.96,-0.053,-3.18,0,30.21,22.35,1,23,0,3,24,3,0,0,1,0,1,0,1,1,1,2
487.96,5.51,-0.717,2,34.14,67.52,5,38,0,4,36,4,2,0,0,0,1,0,0,1,1,1
387.98,4.825,-0.206,4,35.53,112.09,0,31,0,6,36,0,4,0,1,1,1,0,1,1,1,2
372,17.979,-8.249,0,0,96.23,28,31,0,0,2,0,0,1,0,0,0,0,1,0,0,0
339.99,13.938,-7.597,1,0,85.97,25,28,0,0,2,0,1,1,0,0,0,0,1,0,0,0
150,1.733,0.025,1,3.24,26.02,3,12,0,1,9,1,1,1,1,0,1,0,1,1,1,2
131.98,0.589,-1.378,2,40.13,7.51,1,10,0,1,9,1,2,0,1,0,1,0,1,1,1,2
263.98,3.704,-0.552,2,17.07,54.96,0,21,0,4,24,1,2,0,1,1,1,0,1,1,1,2
143.98,0.912,-0.736,2,40.13,13.01,1,11,0,1,10,1,2,0,1,0,1,0,1,1,1,2
119.98,0.422,-0.795,2,30.21,15.19,2,9,0,1,7,1,2,0,1,0,1,0,1,1,1,2
443.94,-1.056,-4.466,5,48.67,52.2,4,33,0,4,32,3,5,0,1,0,1,0,0,1,1,1
167.97,-1.458,-3.064,6,0,35.78,0,12,0,1,12,0,6,0,1,0,1,0,1,1,1,2
211.99,3.681,0.679,2,26.3,64.62,0,17,0,3,19,0,2,3,1,0,1,0,1,1,1,2
303.98,4.164,0.085,1,26.3,46.42,3,24,0,3,23,0,1,2,1,1,1,0,1,1,1,2
117.99,0.525,-0.66,3,29.96,10.52,1,9,0,1,8,1,3,0,1,0,1,0,1,1,1,2
315.98,4.731,0.438,0,48.67,39.99,2,25,0,4,26,3,0,0,1,0,1,0,1,1,1,2
319.97,3.543,0.052,0,52.58,35.18,0,25,0,5,29,4,0,2,1,0,1,0,1,1,1,2
247.99,8.647,-2.832,2,17.07,65.43,15,20,0,0,4,0,2,1,0,0,0,0,1,1,1,1
91.99,0.769,-0.31,2,40.13,23.76,2,7,0,0,4,0,2,0,1,0,1,0,1,1,1,2
411.95,-0.859,-4.034,5,39.44,48.24,3,31,0,4,31,3,5,0,1,0,1,0,0,1,1,1
275.97,1.015,-2.259,0,30.21,17.22,1,21,0,3,22,3,0,0,1,0,1,0,1,1,1,2
279.98,4.266,-0.624,0,52.58,15.9,2,22,0,4,23,4,0,0,1,0,1,0,1,1,1,2
139.97,-2.653,-2.28,5,17.07,31.38,4,10,0,0,5,0,5,0,1,0,1,0,1,1,1,2
185.98,0.108,-3.377,2,40.13,18.26,3,14,0,1,11,1,2,0,1,0,1,0,1,1,1,2
275.97,0.406,-2.494,1,9.23,26.1,1,21,0,3,22,2,1,0,1,0,1,0,1,1,1,2
133.99,-2.841,-1.085,4,17.07,34.99,3,10,0,0,6,0,4,0,1,0,1,0,1,1,1,2
259.97,1.302,-2.147,2,9.23,22.07,1,20,0,3,21,2,2,0,1,0,1,0,1,1,1,2
167.97,-1.697,-2.513,6,9.23,35.92,1,12,0,1,11,0,6,0,1,0,1,0,1,1,1,2
172,-2.566,-2.469,6,17.07,39.41,7,13,0,0,5,0,6,3,1,0,1,0,1,1,1,2
319.99,12.122,-6.202,2,17.07,78.81,22,26,0,0,3,0,2,1,0,0,0,0,1,0,0,0
120,3.729,2.142,0,0,46.02,1,10,0,1,9,0,0,0,1,0,1,0,1,1,1,2
439.96,1.644,-0.448,7,104.57,98.32,1,34,0,7,39,1,7,3,1,1,1,0,0,1,1,2
247.99,7.538,-0.098,2,17.07,80.28,13,20,0,0,6,0,2,1,0,0,0,0,1,1,1,1
97.99,-1.737,-2.967,3,40.13,15.54,2,7,0,0,4,0,3,0,1,0,1,0,1,1,1,2
143.97,-2.238,-1.714,6,34014,26.21,3,10,0,0,6,0,6,0,1,0,1,0,1,1,1,2
375.99,11.901,3.231,1,0,130.04,1,31,0,5,34,0,1,0,0,0,1,0,1,1,1,1
317.98,1.008,-1.984,0,18.46,48.58,2,25,0,4,26,2,0,1,1,1,1,0,1,1,1,2
127.97,-1.474,-1.062,5,34.14,24.88,3,9,0,0,5,0,5,0,1,0,1,0,1,1,1,2
167.97,-3.896,-2.94,6,0,38.4,5,12,0,0,6,0,6,0,1,0,1,0,1,1,1,2
231.98,2.09,-0.099,1,39.44,32.51,1,18,0,3,19,2,1,2,1,0,1,0,1,1,1,2
291.96,0.91,-2.719,0,30.21,19.79,1,22,0,3,23,3,0,0,1,0,1,0,1,1,1,2
216,2.016,-0.654,4,26.3,42.22,7,17,0,1,10,1,4,3,1,0,1,0,1,1,1,2
175.97,0.092,-1.212,2,26.3,19.66,2,13,0,1,11,1,2,0,1,0,1,0,1,1,1,2
158,-2.895,-0.776,5,34.89,27.81,3,12,0,1,9,1,5,0,1,0,1,0,1,1,1,2
291.98,4.748,-0.607,2,48.67,31.17,5,23,0,3,20,3,2,3,1,0,1,0,1,1,1,2
120,4.024,1.387,0,0,41.93,0,10,0,2,11,0,0,0,1,0,1,0,1,1,1,2
411.95,0.482,-3.491,6,35.53,58.26,6,31,0,3,27,2,6,2,1,1,1,1,0,1,1,2
30796,-0.053,-3.18,0,30.21,22.35,1,23,0,3,24,3,0,0,1,0,1,0,1,1,1,2
199.99,6.432,3.322,2,17.07,49.69,12,16,0,0,3,0,2,1,0,0,0,0,1,1,1,1
303.98,3.594,0.539,0,30.21,36.95,3,24,0,3,23,3,0,0,1,0,1,0,1,1,1,2
275.97,1.914,-2.204,1,17.07,28.41,3,21,0,2,19,2,1,2,1,0,1,0,1,1,1,2
323.97,2.691,-1.001,2,74.97,31.65,5,25,0,4,23,3,2,1,1,0,1,0,1,1,1,2
87.98,-0.688,-0.48,4,34.14,14.44,1,6,0,0,4,0,4,1,1,0,1,0,1,1,1,2
271.97,2.201,0.002,1,65.11,33.03,3,21,0,4,21,3,1,3,1,0,1,0,1,1,1,2
120,4.427,1.711,0,0,46.86,1,10,0,1,9,0,0,0,1,0,1,0,1,1,1,2
179.97,-1.797,-2.656,6,9.23,40.53,1,13,0,1,12,0,6,0,1,0,1,0,1,1,1,2
335.97,1.684,-2.022,2,36.92,44.82,4,26,0,4,25,2,2,0,1,1,1,0,1,1,1,2
179.98,0.756,-0.18,2,34.14,27.78,0,14,0,2,15,1,2,0,1,0,1,0,1,1,1,2
275.97,0.877,-0.097,6,71.06,70.47,2,21,0,4,22,0,6,4,1,1,1,0,1,1,1,2
120,4.024,1.387,0,0,41.93,0,10,0,2,11,0,0,0,1,0,1,0,1,1,1,2
323.97,2.672,-0.927,0,71.04,23.37,2,25,0,5,27,4,0,0,1,0,1,0,1,1,1,2
363.99,11.071,1.257,1,0,125.29,5,30,0,4,28,0,1,0,0,0,1,0,1,1,1,1
423.98,8.301,2.734,4,43.37,139.1,2,34,0,5,36,0,4,3,0,0,1,0,0,1,1,1
551.94,0.165,-5.181,2,18.46,51.12,3,42,0,6,44,4,2,0,0,0,1,0,0,1,1,1
291.96,1.287,-2.148,4,51.21,25.61,1,22,0,3,23,2,4,0,1,0,1,0,1,1,1,2
319.97,3.422,0.712,0,43.35,37.9,2,25,0,4,26,4,0,2,1,0,1,0,1,1,1,2
179.98,2.131,-0.245,0,43.35,7.91,0,14,0,3,16,3,0,2,1,0,1,0,1,1,1,2
291.96,0.481,-2.719,0,30.21,19.79,1,22,0,3,23,3,0,0,1,0,1,0,1,1,1,2
151.97,-1.286,-2.842,5,0,32.72,0,11,0,1,11,0,5,0,1,0,1,0,1,1,1,2
243.99,2.557,-1.106,4,61.19,32.87,3,19,0,3,18,2,4,2,1,0,1,0,1,1,1,2
275.97,0.541,-1.688,4,51.21,23.04,1,21,0,3,22,2,4,0,1,0,1,0,1,1,1,2
699.9,-1.761,-6.5,13,85.59,111.71,8,52,0,6,49,3,13,0,0,0,1,1,0,0,1,1
243.98,1.838,-0.806,2,34.14,21.32,0,19,0,3,21,2,2,0,1,0,1,0,1,1,1,2
579.92,-1.89,-5.713,9,67.13,83.24,6,43,0,5,41,3,9,0,0,0,1,1,0,1,1,1
823.9,0.662,-6.345,16,105.2,107.66,9,62,0,8,16,4,16,0,0,0,1,1,0,0,0,1
285.98,0.77,-1.408,2,44.76,60.25,8,22,0,1,14,1,2,4,1,1,1,0,1,1,1,2
579.92,-1.89,-5.713,9,67.13,83.24,6,43,0,5,41,3,9,0,0,0,1,1,0,1,1,1
259.99,7.386,-2.664,2,17.07,71.9,15,21,0,1,6,0,2,1,0,0,0,0,1,1,1,1
363.99,11.071,1.257,1,0,125.29,5,30,0,4,28,0,1,0,0,0,1,0,1,1,1,1
312,1.731,-0.784,4,32.78,67.84,0,25,0,7,31,1,4,0,1,1,1,0,1,1,1,2
375.99,11.796,2.564,1,0,129.91,0,31,0,5,35,0,1,0,0,0,1,0,1,1,1,1
375.99,11.352,3.464,1,0,131.79,0,31,0,5,35,0,1,0,0,0,1,0,1,1,1,1
143.97,-2.238,-1.714,6,34014,26.21,3,10,0,0,6,0,6,0,1,0,1,0,1,1,1,2
923.86,-1.502,-7.455,15,167.03,114.83,9,68,0,8,66,4,15,3,0,0,0,1,0,0,0,0
807.9,-1.151,-5.199,19,107.98,200.82,11,61,0,8,57,0,19,3,0,0,0,1,0,0,0,0
157.94,0.203,-0.346,3,70.76,18.94,1,9,0,1,8,1,3,0,1,0,1,0,1,1,1,2
120,4.177,1.629,0,0,44.78,1,10,0,2,10,0,0,0,1,0,1,0,1,1,1,2
135.99,3.556,0.755,0,0,22.23,1,11,0,1,10,1,0,0,1,0,1,0,1,1,1,2
367.99,10.826,2.652,0,9.23,99.32,12,30,0,2,19,1,0,0,0,0,0,0,1,1,1,1
159.98,0.626,-0.752,2,26.3,17.1,2,12,0,1,10,1,2,0,1,0,1,0,1,1,1,2
167.97,-0.178,-1.759,6,26.3,36.46,2,12,0,1,10,0,6,3,1,0,1,0,1,1,1,2
411.95,-0.859,-4.034,5,39.44,48.24,3,31,0,4,31,3,5,0,1,0,1,0,0,1,1,1
355.99,-0.549,-1.576,5,49.85,78.14,0,28,0,6,33,1,5,1,1,0,1,0,1,1,1,2
303.96,0.974,-1.678,0,52.58,22.92,1,23,0,4,25,4,0,2,1,0,1,0,1,1,1,2
195.98,1.168,-0.705,0,43.35,10.48,0,15,0,3,17,3,0,2,1,0,1,0,1,1,1,2
211.99,3.425,1.756,2,26.3,66.56,0,17,0,3,19,0,2,3,1,0,1,0,1,1,1,2
351.95,-1.413,-3.18,10,44.76,80.66,4,26,0,3,24,0,10,1,1,0,1,0,0,1,1,1
403.94,-1.995,-4.495,5,39.44,50.8,2,30,0,4,31,3,5,0,1,0,1,0,0,1,1,1
555.93,1.686,-3.49,10,80.29,89.97,8,42,0,5,38,2,10,3,0,0,1,1,0,1,1,1
275.97,0.689,-1.442,0,48.69,26.73,2,21,0,3,21,3,0,0,1,0,1,0,1,1,1,2
183.98,1.085,-0.603,0,39.44,16.17,1,14,0,2,14,2,0,2,1,0,1,0,1,1,1,2
139.99,2.703,-0.091,0,30.21,6.29,0,11,0,2,12,2,0,2,1,0,1,0,1,1,1,2
480,14.734,8.935,0,0,189.29,10,40,0,2,31,0,0,1,0,0,1,0,0,0,1,1
369.99,5.845,0.011,3,9.23,115.87,0,30,0,6,35,0,3,0,0,0,1,0,1,1,1,1
793.93,2.64,-4.23,16,64.61,210.35,7,61,0,9,62,0,16,0,0,0,1,1,0,1,1,1
793.93,2.664,-4.213,16,58.62,210.81,8,61,0,9,61,0,16,0,0,0,1,1,0,1,1,1
375.99,10.21,3.867,1,0,132.87,4,31,0,4,30,0,1,0,0,0,1,0,1,1,1,1
431.97,3.987,0.642,6,55.9,125.06,3,34,0,6,36,0,6,3,1,1,1,0,0,1,1,2
148.01,1.373,-0.92,2,16.13,25.83,1,12,0,2,12,1,2,0,1,0,1,0,1,1,1,2
